"","clade_name","ETV364_8","ETV364_7","ETV364_50","ETV364_38","ETV364_37","ETV364_36","ETV364_35","ETV364_33","ETV364_32","ETV364_30","ETV364_3","ETV364_29","ETV364_21","ETV364_20","ETV364_17","ETV364_16","ETV364_15","ETV364_12","ETV364_1"
"111","k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436|s__GGB28436_SGB41019",1437,1739,539,3848,0,4377,3976,1312,6560,1545,0,85,0,628,886,1935,0,0,0
"112","k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589|g__GGB28829|s__GGB28829_SGB41485",654211,176,0,1524719,0,1340453,0,639828,0,0,555284,439213,65262,1764763,673359,0,2126634,0,0
"113","k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622|g__GGB45513|s__GGB45513_SGB63185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28883|s__GGB28883_SGB41564",0,0,0,32023,0,59107,0,9025,0,0,5435,12367,9501,78405,42612,0,16654,0,0
"115","k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28908|s__GGB28908_SGB41656",2975,7625,3649,4769,10940,0,1698,1965,8627,5223,0,3057,5519,0,1339,6773,0,0,0
"116","k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317",22149,10256,6157,8646,14788,28120,20147,28028,21767,0,39941,46768,32700,17983,10053,14380,26453,26174,6997
"117","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira|s__Candidatus_Metalachnospira_SGB63370",5112,15648,2756,501,0,1260,9452,480,7031,30630,3549,3518,841,1262,0,11918,227,0,0
"118","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28934|s__GGB28934_SGB41635",0,0,0,0,0,0,0,0,1872,53700,0,0,0,0,0,0,0,0,0
"119","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75314|s__GGB75314_SGB102498",0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,761,0,0
"120","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis",271994,72472,181251,780999,0,105808,490735,454454,360625,149414,183868,419114,168087,293420,0,185647,245056,433430,105622
"121","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB30455|s__GGB30455_SGB43519",10668,340377,208023,174271,82795,53219,144034,9799,273820,359044,20024,33958,27417,51267,157645,860573,50221,225432,231384
"122","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium",79955,121556,93654,213347,27578,233231,15431,107274,75174,196481,289869,240226,154580,259824,50168,117233,479053,29216,126058
"123","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB65123",49966,55387,57836,1342999,0,21925,250016,351902,174661,30334,70204,124913,37070,249,0,0,53345,51198,0
"124","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_culturomicium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28846|s__GGB28846_SGB41513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30145|s__GGB30145_SGB43072",17080,0,0,11779,0,29010,0,5708,0,0,27541,16041,5646,84479,23174,0,58978,0,0
"128","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB75085|s__GGB75085_SGB102286",0,0,1059,0,0,0,243,0,0,7393,0,0,0,0,0,0,0,0,0
"129","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB24132|s__GGB24132_SGB35935",0,0,0,0,0,0,140643,268687,166843,0,0,0,0,0,0,0,0,0,0
"130","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28632|s__GGB28632_SGB41253",34998,11971,0,125651,0,129967,0,57964,4868,9316,334484,177647,73868,90103,339082,1046,268196,159,4183
"131","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB80168|s__GGB80168_SGB43527",0,0,176142,758969,97661,0,25419,53796,99739,89779,69491,28229,149967,78736,127796,0,81240,243957,83831
"132","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_sp_1XD21_10",56898,37546,23842,157008,17973,64999,33671,21551,43907,79362,28306,80377,6922,27128,0,61458,6911,25579,9733
"133","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium",5347,36847,25299,51655,5888,20717,31558,13363,22388,39235,32000,13387,549,9580,1831,31026,12294,37912,22388
"134","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_muris",450,16614,25816,1960,17520,4965,30873,933,32283,44792,16022,4239,1020,3157,15425,33108,5221,17530,26371
"135","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_5_2",15893,38003,139556,22144,117014,11600,143652,14786,162640,60604,0,13376,6766,51671,4446,154360,42270,266027,65754
"136","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28763|s__GGB28763_SGB41411",303073,184653,91082,461911,28817,390982,208791,330456,209004,12323,829191,55041,117588,489874,335471,357764,938551,0,228479
"137","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28766|s__GGB28766_SGB41416",125524,101400,9588,48151,111862,80486,40786,190921,74442,48086,53119,57721,104990,45626,109275,26922,59482,92244,40971
"138","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB41421",0,0,0,0,0,0,0,4325,0,0,3235,0,0,0,0,0,0,0,0
"139","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB94868",12229,0,1034,17533,0,15414,8980,214,39353,3642,8949,16973,0,9146,20755,62837,118731,215,725
"140","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28775|s__GGB28775_SGB41428",0,255730,28014,0,80146,0,716525,0,139527,45314,0,0,0,0,0,0,0,9658,48437
"141","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798|s__GGB28798_SGB41451",0,0,0,0,200277,0,0,0,0,0,0,0,0,0,0,295480,0,0,0
"142","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28836|s__GGB28836_SGB41496",52214,106424,0,279843,173359,433149,0,18423,37566,19556,460461,534759,3172,0,19650,209162,23838,0,0
"143","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB102314",8667,2268,3300,6645,2815,10219,5215,9453,5797,7317,3605,13898,5852,3337,6355,11302,5445,24916,8518
"144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB41511",22993,1136137,754784,284583,2545773,127078,1126845,19023,1898342,2617488,60794,15005,79769,1652009,250658,0,19861,4104,332112
"145","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28865|s__GGB28865_SGB41537",0,0,0,0,56689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB30861|s__GGB30861_SGB44083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42598|s__GGB42598_SGB59794",0,0,0,0,0,0,0,0,0,0,0,0,0,148039,0,0,0,0,0
"148","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42644|s__GGB42644_SGB59842",231016,45208,83207,168060,55458,246897,142476,44564,34819,167305,88301,117970,118,282247,30659,115970,52198,62866,169282
"149","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB75109|s__GGB75109_SGB102238",17658,9313,9974,116504,0,9601,27619,26002,19668,3500,9751,8001,8001,1542,5402,11629,66990,3176,30625
"150","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium",2525104,1658796,3739905,1054099,1231820,2460933,1608162,2383841,4693059,2663748,103274,1147134,2115099,2196018,3394571,3237184,2580925,1681361,2361870
"151","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4",1187077,2485457,2174327,5676529,33625,4636119,3072255,20427,66547,7316816,5222447,4451004,39617,1774334,923500,0,1943974,5137718,4376536
"152","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308",0,0,9823,0,0,0,14779,0,21499,0,0,0,0,0,0,53157,0,7511,0
"154","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD329",1706,0,0,1994,0,1540,321,1359,716,0,500,1332,0,1492,318,0,432,0,0
"155","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD335",0,0,0,0,0,0,0,0,0,0,25686,0,0,0,0,0,0,0,0
"156","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424",5423,66321,762391,8634,144420,3258,22379,7061,222298,1602016,0,5062,43068,3816,0,1359822,0,703193,86400
"158","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter|s__Luxibacter_massiliensis",14509,0,0,185,0,7786,0,130,0,0,19216,0,0,3329,4830,0,0,0,0
"159","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_arabinosiphila",170852,65181,45801,0,16083,69702,193776,53276,78339,125303,60566,109768,206111,143908,115945,10588,79180,49917,42523
"160","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sporofaciens|s__Sporofaciens_musculi",203054,0,0,42997,0,232057,0,22467,0,0,204122,28007,106745,309620,12527,0,0,0,0
"161","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acutalibacter|s__Acutalibacter_sp_1XD8_36",26439,26771,64637,0,29208,21475,47399,0,48129,45254,46424,85716,939,44590,0,44675,0,97849,82905
"162","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis",2043,916,0,4032,0,8987,0,3154,0,0,19610,3976,2262,5088,25088,0,20565,0,0
"163","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_sp_1XD42_93",24845,2863,0,30015,0,55977,1393,13398,2722,0,114983,24653,3970,98950,36570,0,190106,0,0
"164","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_plautii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30295|s__GGB30295_SGB43259",0,0,0,0,0,659,50648,116509,4013,0,28909,0,0,15524,99259,0,292007,6085,7522
"166","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30297|s__GGB30297_SGB43261",0,0,0,0,0,0,5347,0,0,0,0,0,0,0,0,0,0,0,8128
"167","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30451|s__GGB30451_SGB43508",0,0,0,0,0,0,0,0,0,0,183058,53652,0,0,0,0,111173,0,0
"168","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43514",0,1127886,941559,186123,442690,14173,724559,37720,422644,495923,19470,143717,0,8635,132715,1727973,497083,109002,533114
"169","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43530",0,117243,47005,0,45848,0,518109,0,778870,12822,0,2653,0,89141,0,537569,0,37089,38860
"170","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43533",0,57427,173678,76402,11016,0,0,0,0,0,0,8203,2360,0,0,0,0,0,308491
"171","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB63209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB102197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7256,0
"173","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB43537",340131,16696,70422,302795,53867,331465,458105,144030,59996,0,305321,524070,116715,1280737,284176,65293,371289,101376,115110
"174","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466|s__GGB30466_SGB43540",0,0,0,0,734605,0,0,0,20954,0,0,0,0,0,0,0,0,0,0
"175","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466|s__GGB30466_SGB63211",977,0,0,0,3327,0,0,713,0,0,0,0,0,0,0,0,0,9791,0
"176","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468|s__GGB30468_SGB43552",0,0,0,0,0,0,0,0,0,0,2673,5260,0,0,44663,0,17773,0,0
"177","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473|s__GGB30473_SGB43557",67401,37530,57865,92682,25675,68147,47439,71739,47144,61928,71345,67068,53814,57534,48530,44841,56720,35982,32105
"178","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB42343|s__GGB42343_SGB59511",0,0,550,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45514|s__GGB45514_SGB63186",182898,11746,42548,103650,0,139493,117326,285682,37805,3998,375963,161289,55192,193971,339108,181183,587505,121948,103562
"180","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45535|s__GGB45535_SGB63214",0,224656,0,102473,0,86011,582626,99681,667490,7456,165849,337628,66759,28006,0,0,539164,1308006,414604
"181","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45536|s__GGB45536_SGB63216",4411,44418,160193,7675,48751,23467,91641,78,92456,90641,38377,36453,23894,11007,12864,120808,73154,108987,49717
"182","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB5207|s__GGB5207_SGB43496",0,172174,141931,1535,178310,6667,41548,0,151913,158860,0,8154,26510,0,0,29697,2321,11958,137271
"183","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74395|s__GGB74395_SGB43523",0,0,0,0,0,0,294348,0,26627,219318,19167,11673,535506,0,347370,0,427274,0,122142
"184","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74408|s__GGB74408_SGB43542",0,0,0,1012,0,0,0,0,330,0,0,142,0,0,0,0,1038,375,0
"185","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75053|s__GGB75053_SGB43494",132,0,25592,11111,131,173,106534,0,74286,9001,7159,7110,2544,0,0,21087,2054,24002,3246
"186","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75055|s__GGB75055_SGB43513",0,0,0,0,0,0,7205,0,105408,0,0,0,0,2836,0,0,0,93165,0
"187","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB102200",640,0,2684,4295,0,1862,38562,0,93972,1805,14187,4361,1921,1103,1921,1702,22351,8427,7448
"188","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB43546",639780,179752,230449,152644,222859,391362,105105,1139424,130823,257848,313298,706315,854491,209955,2006222,629175,715314,105964,448162
"189","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79680|s__GGB79680_SGB94989",0,0,3623,0,18052,0,1701,0,1001,6997,0,0,0,280,0,23244,0,2976,359
"190","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79857|s__GGB79857_SGB42426",0,0,0,0,0,0,0,0,1719,43,0,0,0,0,0,0,0,25567,0
"191","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4",2623,2247,6695,23804,960,4251,318,0,1349,6483,0,485,0,0,0,5281,0,0,0
"192","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43502",0,1805,146282,0,53532,0,105334,0,24021,120061,30025,0,0,0,0,1511,0,2360,0
"193","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43505",5412,14441,149957,8875,8254,0,4050,17270,157445,81298,2623,35880,1905,0,12116,375352,108948,126333,5617
"194","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_1_3",0,0,0,0,860,0,346,0,3281,9214,0,0,0,0,0,10498,0,2819,0
"195","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CU971",37727,85633,0,82650,80611,53185,8329,10711,18376,11461,33332,9091,36551,71026,28449,6690,34832,45090,143352
"196","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans",0,0,0,32084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB29683|s__GGB29683_SGB42492",1876873,384633,479160,2766499,380162,1941392,615038,1275741,146901,321919,0,1860606,864020,2213680,1221733,832573,0,0,0
"198","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB42586|s__GGB42586_SGB59781",21703,68173,29250,0,24188,31915,65280,0,75213,34388,12828,130644,6931,0,0,0,324478,7830,0
"199","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella|s__Dubosiella_newyorkensis",79390,796634,0,0,808352,216895,300755,56763,53911,292615,0,62882,69403,478783,0,4031,61046,1621882,840676
"200","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_cocleatum",363746,636970,280336,1018589,201305,313698,538350,383786,536601,382376,371066,524786,511166,327825,1014130,541967,268012,402024,128878
"201","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium",1799764,9441634,2443323,2351034,4866903,5681879,2938480,3582292,4463000,4271176,2933587,1519270,2124930,8077285,129974,11412450,6308765,10650694,5762940
"202","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184|s__GGB31184_SGB44478",114632,168287,29601,152841,10260,118241,53464,73602,212668,138668,72572,45204,90796,91610,73969,143971,72647,104836,0
"203","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_SGB42494",0,0,0,0,7489,0,0,0,0,0,1173900,0,0,0,0,0,8945,0,0
"204","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TS3",0,0,5038,7369,0,0,12671,0,793,0,0,0,0,0,0,0,0,0,0
"205","k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB24148|s__GGB24148_SGB35952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB28437|s__GGB28437_SGB41020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified|g__GGB79594|s__GGB79594_SGB41414",69189,173720,110307,233892,205930,87872,9612,136171,157164,167657,160198,172782,216276,46440,258903,26643,560176,43214,347665
"208","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_pseudohinzii",0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
"209","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__GGB31173|s__GGB31173_SGB44464",1364,0,0,3873,0,1175,145,3049,0,451,2582,920,1467,90,1359,0,56,0,2768
"210","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Zoogloea|s__Zoogloea_SGB41465",0,30,386,0,875,0,0,0,14084,15923,0,0,0,0,0,11006,0,0,0
"211","k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB41239",133808,140296,168748,233349,158317,80936,242939,123031,138457,191280,205229,119104,59945,181231,200556,199696,115960,186033,303958
"212","k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28317|s__GGB28317_SGB40889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9819|s__GGB9819_SGB40890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876553
"214","k__Bacteria|p__Tenericutes|c__CFGB1791|o__OFGB1791|f__FGB1791|g__GGB31312|s__GGB31312_SGB44628",0,600,9198,2124,1324,0,120593,0,11971,6008,0,517,0,0,0,635,0,1690,1301
"215","k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila",6178043,3577145,843926,5143069,1164870,5088115,1943730,3908321,1943784,833288,5726471,5525225,6249619,3269440,4433051,1379486,3604843,2121271,803656
